ал;епымуло;омола;йыдийос мпс;омола мпс;йыдийос ппс;омола ппс;бахлос
SR000624;епымуло 0624;омола 0624;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;8.6
SR000624;епымуло 0624;омола 0624;ICE1-1006;жусийг;P1-1060;жусийг;7.5
SR000624;епымуло 0624;омола 0624;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;0.3
SR000624;епымуло 0624;омола 0624;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR000626;епымуло 0626;омола 0626;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;8.6
SR000626;епымуло 0626;омола 0626;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR000628;епымуло 0628;омола 0628;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;10
SR000628;епымуло 0628;омола 0628;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;0.3
SR000628;епымуло 0628;омола 0628;ICE1-4001;басеис дедолемым и;P1-3030;басеис дедолемым и;6.1
SR000628;епымуло 0628;омола 0628;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;3.5
SR000628;епымуло 0628;омола 0628;ICE1-5003;амакусг йаи сведиаслос пкгяожояиайым сустглатым;P1-5020;амакусг йаи сведиаслос пкгяожояиайым сустглатым;10
SR000630;епымуло 0630;омола 0630;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;8.6
SR000630;епымуло 0630;омола 0630;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;4.7
SR000630;епымуло 0630;омола 0630;ICE1-4002;дийтуа упокоцистым ии;P1-4020;дийтуа упокоцистым ии;0.3
SR000630;епымуло 0630;омола 0630;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;6.8
SR000630;епымуло 0630;омола 0630;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;3.9
SR000630;епымуло 0630;омола 0630;ICE1-5006;еисацыцг стом паяаккгко упокоцисло;P1-5040;еисацыцг стом паяаккгко упокоцисло;3.4
SR000631;епымуло 0631;омола 0631;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;4.2
SR000636;епымуло 0636;омола 0636;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;10
SR000636;епымуло 0636;омола 0636;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;7.5
SR000636;епымуло 0636;омола 0636;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;10
SR000636;епымуло 0636;омола 0636;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;7.5
SR000636;епымуло 0636;омола 0636;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;3.5
SR000636;епымуло 0636;омола 0636;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;1.8
SR000636;епымуло 0636;омола 0636;ICE1-5001;басеис дедолемым ии;P1-4010;басеис дедолемым ии;8.6
SR000638;епымуло 0638;омола 0638;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;10
SR000638;епымуло 0638;омола 0638;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;10
SR000638;епымуло 0638;омола 0638;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;7.5
SR000641;епымуло 0641;омола 0641;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;7.5
SR000641;епымуло 0641;омола 0641;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;7.5
SR000641;епымуло 0641;омола 0641;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;10
SR000641;епымуло 0641;омола 0641;ICE1-3006;аявитейтомийг упокоцистым;P1-3060;аявитейтомийг упокоцистым;0.3
SR000643;епымуло 0643;омола 0643;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;1.8
SR000645;епымуло 0645;омола 0645;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;0.3
SR000645;епымуло 0645;омола 0645;ICE1-1006;жусийг;P1-1060;жусийг;3.4
SR000645;епымуло 0645;омола 0645;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;0.3
SR000645;епымуло 0645;омола 0645;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;0.3
SR000645;епымуло 0645;омола 0645;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;3.5
SR000646;епымуло 0646;омола 0646;ICE1-1006;жусийг;P1-1060;жусийг;0.4
SR000650;епымуло 0650;омола 0650;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;1.1
SR000652;епымуло 0652;омола 0652;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;7.5
SR000652;епымуло 0652;омола 0652;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;0.3
SR000652;епымуло 0652;омола 0652;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;6.8
SR000652;епымуло 0652;омола 0652;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;6.8
SR000656;епымуло 0656;омола 0656;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR000657;епымуло 0657;омола 0657;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;3.5
SR000660;епымуло 0660;омола 0660;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;0.3
SR000660;епымуло 0660;омола 0660;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;0.3
SR000660;епымуло 0660;омола 0660;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;3.5
SR000661;епымуло 0661;омола 0661;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;10
SR000661;епымуло 0661;омола 0661;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;3.5
SR000661;епымуло 0661;омола 0661;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;3.5
SR000661;епымуло 0661;омола 0661;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;3.5
SR000661;епымуло 0661;омола 0661;ICE1-4001;басеис дедолемым и;P1-3030;басеис дедолемым и;10
SR000663;епымуло 0663;омола 0663;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;0.3
SR000663;епымуло 0663;омола 0663;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;9.4
SR000663;епымуло 0663;омола 0663;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;10
SR000663;епымуло 0663;омола 0663;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR000665;епымуло 0665;омола 0665;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;7.5
SR000665;епымуло 0665;омола 0665;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;8.6
SR000665;епымуло 0665;омола 0665;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;0.3
SR000665;епымуло 0665;омола 0665;ICE1-5006;еисацыцг стом паяаккгко упокоцисло;P1-5040;еисацыцг стом паяаккгко упокоцисло;7.5
SR000665;епымуло 0665;омола 0665;ICE1-6002;асжакеиа стгм тевмокоциа тгс пкгяожояиас;P1-6010;асжакеиа стгм тевмокоциа тгс пкгяожояиас;7.4
SR000666;епымуло 0666;омола 0666;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR000666;епымуло 0666;омола 0666;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;6.8
SR000666;епымуло 0666;омола 0666;ICE1-5001;басеис дедолемым ии;P1-4010;басеис дедолемым ии;8.6
SR000667;епымуло 0667;омола 0667;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;8.6
SR000668;епымуло 0668;омола 0668;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;10
SR000668;епымуло 0668;омола 0668;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;10
SR000668;епымуло 0668;омола 0668;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;7.5
SR000668;епымуло 0668;омола 0668;ICE1-2004;амтийеилемостяежгс пяоцяаллатислос;P1-2040;амтийеилемостяежгс пяоцяаллатислос;7.5
SR000668;епымуло 0668;омола 0668;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;3.5
SR000668;епымуло 0668;омола 0668;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;10
SR000668;епымуло 0668;омола 0668;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;1.8
SR000668;епымуло 0668;омола 0668;ICE1-4002;дийтуа упокоцистым ии;P1-4020;дийтуа упокоцистым ии;8.6
SR000668;епымуло 0668;омола 0668;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;3.5
SR000668;епымуло 0668;омола 0668;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;7.5
